Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
6522,1.0,Fair,I,VS1,,49.0,6.43,6.39,4.1,3951
1149,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12,1655
12440,0.37,Ideal,E,SI1,61.9,56.0,4.57,4.6,2.84,649
22441,1.0,Premium,D,VS2,61.2,61.0,6.39,6.35,3.9,6303
17219,1.01,Very Good,D,SI2,61.8,60.0,6.37,6.41,3.95,4588
3152,0.41,Ideal,D,VS1,61.2,57.0,4.77,4.81,2.93,1018
5805,1.11,Premium,H,VS2,61.7,58.0,6.64,6.69,4.11,5450
23516,0.7,Premium,F,SI1,61.9,59.0,5.69,5.71,3.53,2401
11657,1.68,Ideal,G,VS2,62.1,55.0,7.64,7.59,4.73,10838
13529,0.54,Ideal,G,VS1,60.6,56.0,5.28,5.31,3.21,1957
19394,1.03,Ideal,F,I1,61.1,55.0,6.51,6.54,3.99,3444
26380,0.72,Very Good,J,VS2,63.2,60.0,5.77,5.7,3.63,1814
4308,1.05,Premium,H,VS2,62.7,59.0,6.43,6.49,4.05,5370
25242,1.07,Premium,H,VS1,62.5,56.0,6.6,6.52,4.1,5764
26057,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
15789,0.6,Very Good,F,VS2,59.5,57.8,5.48,5.56,3.28,1940
6364,1.66,Premium,D,SI1,62.0,59.0,7.55,7.6,4.7,14224
9528,1.01,Premium,F,VS2,62.1,60.0,6.43,6.36,3.97,6097
8472,1.0,Fair,E,SI2,66.6,59.0,6.07,6.01,4.02,3136
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
7419,0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,478
20426,1.03,Ideal,E,VS1,61.9,57.0,6.46,6.44,4.0,8629
9643,1.58,Very Good,D,SI1,62.7,60.0,7.37,7.41,4.63,13869
6453,0.27,Premium,G,VS2,62.4,59.0,4.11,4.13,2.57,397
15009,2.11,Ideal,I,VS2,60.3,61.0,8.29,8.22,4.98,16512
1819,0.32,Premium,I,IF,61.9,59.0,4.39,4.37,2.71,864
177,0.71,Ideal,G,SI1,62.5,57.0,5.72,5.64,3.55,2215
20887,0.91,Premium,E,SI2,61.6,60.0,6.14,6.1,3.77,3846
24924,0.51,Premium,D,SI1,60.1,60.0,5.18,5.14,3.1,1687
4168,0.56,Ideal,G,VS2,60.6,57.0,5.33,5.36,3.24,1580
19531,1.64,Ideal,G,VS2,61.5,56.0,7.59,7.62,4.68,16297
24108,0.41,Premium,J,VVS1,60.1,58.0,4.83,4.79,2.89,994
5858,1.22,Ideal,H,VVS2,61.7,56.0,6.83,6.87,4.23,9366
24017,0.5,Premium,G,VS1,59.8,58.0,5.15,5.19,3.09,1624
7163,1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37,11286
18777,0.97,Ideal,J,VS1,61.3,57.0,6.37,6.41,3.92,4278
15031,0.54,Very Good,H,VS2,62.6,58.0,5.16,5.19,3.24,1338
21012,0.4,Ideal,I,VS1,61.5,59.0,4.72,4.75,2.91,736
15729,0.39,Ideal,F,VS2,62.1,53.0,4.73,4.77,2.95,828
14108,1.16,Ideal,I,SI1,61.7,56.0,6.76,6.7,4.15,4668
20684,0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54,2331
20730,0.25,Ideal,F,VVS1,60.9,57.0,4.06,4.09,2.48,575
26943,1.1,Ideal,G,VS1,61.3,57.0,6.59,6.66,4.06,7550
9481,2.08,Premium,I,SI2,,58.0,8.18,8.13,5.08,14947
7922,0.31,Premium,E,VS2,60.8,58.0,4.35,4.37,2.65,680
22418,0.58,Very Good,E,VS2,59.6,59.0,5.4,5.44,3.23,1906
18697,0.54,Very Good,D,VS2,61.1,59.0,5.25,5.29,3.22,1583
13027,0.74,Ideal,I,VS1,60.7,56.0,5.86,5.9,3.57,2631
22053,0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863
25854,0.93,Very Good,D,SI2,62.6,57.0,6.2,6.26,3.9,4214
13833,0.34,Premium,D,VS2,60.4,60.0,4.51,4.56,2.74,805
12593,0.4,Very Good,E,VVS1,63.8,56.0,4.68,4.72,3.0,1142
8812,1.04,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01,5311
13694,0.41,Premium,E,VS1,60.7,59.0,4.77,4.79,2.9,964
15889,1.12,Premium,J,SI1,62.7,55.0,6.65,6.61,4.16,4064
23728,0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54,2362
16552,0.74,Very Good,E,VS1,63.1,58.0,5.75,5.73,3.62,2849
17329,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3120
19244,0.74,Good,E,VS1,63.4,55.0,5.76,5.78,3.66,3416
8365,0.52,Ideal,H,VS2,62.0,57.0,5.12,5.08,3.16,1385
2411,0.4,Ideal,G,VS2,62.9,56.0,4.72,4.69,2.96,1035
1919,0.45,Ideal,G,IF,61.7,55.0,4.93,4.96,3.05,1548
5757,0.31,Ideal,F,VS2,61.9,57.0,4.34,4.32,2.68,749
6527,1.21,Premium,I,SI1,59.3,59.0,6.98,6.95,4.13,5421
24536,0.7,Premium,E,SI1,61.1,60.0,5.69,5.56,3.44,1971
16457,0.31,Ideal,F,SI1,61.2,55.0,4.37,4.4,2.68,568
4010,0.31,Ideal,G,VVS1,62.8,57.0,4.33,4.3,2.71,977
5351,0.93,Premium,G,VS2,62.2,59.0,6.26,6.21,3.88,4750
23689,0.74,Ideal,E,VS2,61.9,57.0,5.81,5.78,3.59,2901
13594,0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
12518,1.0,Premium,G,VS1,59.1,61.0,6.54,6.48,3.85,6552
11734,0.3,Ideal,E,VVS2,61.9,59.0,4.27,4.3,2.65,766
3926,0.36,Premium,G,VS2,62.5,58.0,4.55,4.51,2.83,756
13455,0.26,Very Good,I,VVS2,62.7,55.0,4.09,4.12,2.57,427
23771,0.71,Very Good,E,SI1,63.1,59.0,5.75,5.62,3.59,2441
15643,1.56,Ideal,H,VS2,61.6,57.0,7.51,7.45,4.61,11922
4708,0.52,Very Good,E,VS1,63.4,54.0,5.08,5.11,3.23,1601
7475,1.06,Very Good,D,SI1,59.3,60.0,6.64,6.71,3.96,6062
12329,1.01,Very Good,F,VS2,62.7,56.0,6.37,6.43,4.01,6159
13124,0.41,Premium,E,SI1,61.5,61.0,4.78,4.75,2.93,904
25230,0.35,Very Good,D,SI2,63.3,55.0,4.49,4.45,2.83,669
11094,0.38,Very Good,E,VS1,63.0,56.0,4.61,4.63,2.91,891
14426,0.43,Premium,D,SI1,61.0,57.0,4.88,4.85,2.97,993
7650,1.5,Fair,J,VS2,64.5,59.0,7.2,7.07,4.6,5846
2087,1.51,Premium,J,VS2,59.2,59.0,7.53,7.47,4.44,7553
13172,0.33,Premium,I,SI1,61.3,59.0,4.46,4.51,2.75,445
8313,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2228
4481,0.53,Ideal,E,VS2,62.7,54.0,5.15,5.18,3.24,1721
13227,1.39,Premium,H,VS2,62.5,59.0,7.17,7.1,4.46,7006
23382,0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,882
1475,1.28,Ideal,G,VS1,62.7,53.0,6.94,6.97,4.36,9372
2732,1.01,Very Good,G,VS2,63.2,57.0,6.35,6.3,4.0,5701
1613,1.52,Ideal,G,VS2,62.8,54.0,7.3,7.36,4.61,13809
22067,1.07,Premium,G,VS2,62.2,58.0,6.54,6.48,4.05,6040
21365,0.29,Very Good,F,VVS1,61.5,56.0,4.26,4.3,2.63,563
6246,1.21,Premium,H,SI2,62.1,56.0,6.8,6.76,4.21,5082
1836,0.47,Ideal,I,VS2,62.1,54.0,4.98,5.0,3.1,884
5627,1.28,Ideal,G,SI1,62.4,58.0,6.89,6.95,4.32,7415
15728,0.56,Ideal,G,VS1,60.6,56.0,5.36,5.33,3.24,1915
8520,1.02,Ideal,D,SI1,62.3,56.0,6.49,6.45,4.03,5266
13443,0.41,Premium,G,VS2,59.8,58.0,4.8,4.84,2.88,827
19651,0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2913
17862,0.54,Very Good,D,VS2,60.6,58.0,5.26,5.3,3.2,1892
11105,0.9,Premium,F,SI2,62.7,58.0,6.16,6.09,3.84,3780
13339,0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,2846
25422,1.05,Ideal,E,SI2,60.3,61.0,6.56,6.6,3.97,4714
3615,0.4,Premium,G,VVS1,61.5,58.0,4.69,4.74,2.9,1123
18927,1.04,Ideal,D,SI1,61.9,57.0,6.51,6.54,4.04,6112
14406,1.62,Ideal,H,SI2,61.8,54.0,7.55,7.6,4.68,8865
3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
24168,0.41,Good,E,SI2,63.8,57.0,4.68,4.75,3.01,638
5114,1.01,Good,E,SI2,63.9,58.0,6.31,6.37,4.05,3546
17442,0.3,Ideal,E,SI1,62.9,56.0,4.3,4.25,2.69,675
26320,1.51,Ideal,E,VS2,61.2,57.0,7.47,7.37,4.54,15025
3842,0.32,Ideal,D,VVS2,61.6,55.0,4.41,4.45,2.73,1107
6241,0.31,Ideal,G,VVS1,60.6,57.0,4.4,4.38,2.66,1046
19551,0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75,2318
22839,1.01,Premium,F,VVS2,62.0,58.0,6.36,6.45,3.97,8532
18167,0.55,Ideal,D,VS2,61.7,57.0,5.21,5.26,3.23,1848
18297,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2840
16705,2.01,Very Good,I,VS2,62.3,59.0,8.02,8.1,5.02,15965
16515,0.73,Ideal,G,VVS1,61.6,56.0,5.76,5.79,3.56,3913
227,0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,2479
8638,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
15716,2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,17379
2586,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
20541,0.55,Ideal,F,SI1,60.2,56.0,5.32,5.37,3.22,1448
7535,0.34,Ideal,G,VVS2,61.9,57.0,4.48,4.44,2.76,995
7908,0.75,Premium,G,SI2,58.8,60.0,5.99,5.89,3.49,2070
1381,0.27,Ideal,H,VS1,61.6,56.0,4.16,4.19,2.57,480
3238,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,782
24025,1.01,Ideal,E,SI1,62.1,54.0,6.5,6.41,4.01,5599
16369,0.71,Very Good,G,VS1,64.0,56.0,5.65,5.67,3.62,2630
10354,0.55,Ideal,E,VS1,61.2,54.0,5.3,5.32,3.25,1996
6688,0.34,Premium,F,SI2,60.0,58.0,4.58,4.55,2.74,574
22375,1.18,Ideal,D,I1,61.5,62.0,6.88,6.73,4.19,3886
24728,0.3,Good,G,VVS2,63.8,57.0,4.24,4.26,2.71,684
2771,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
23628,0.9,Ideal,E,SI2,62.1,56.0,6.25,6.19,3.86,3804
25523,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
8912,0.77,Ideal,D,SI2,60.6,56.0,5.9,5.95,3.59,2973
18683,1.36,Premium,H,SI2,60.1,56.0,7.23,7.18,4.38,5103
21564,1.2,Ideal,E,VVS1,61.6,57.0,6.78,6.83,4.19,13474
8598,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,872
4730,1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,6814
10546,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
5409,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3580
4853,0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,3291
7091,1.01,Ideal,G,VS2,61.4,58.0,6.47,6.44,3.97,6618
12461,0.52,Ideal,H,VS1,62.4,55.0,5.19,5.17,3.23,1577
23692,0.37,Premium,F,VS2,,59.0,4.63,4.66,2.78,746
11235,2.03,Fair,G,SI2,64.9,59.0,7.85,7.99,5.14,14687
8383,2.01,Premium,F,SI2,62.4,58.0,8.08,8.05,5.03,14279
8284,1.69,Ideal,D,SI1,60.8,57.0,7.69,7.71,4.68,15011
11780,0.31,Very Good,G,SI1,63.0,58.0,4.3,4.34,2.72,462
12131,2.03,Very Good,E,SI2,63.1,56.0,8.01,7.99,5.05,14646
9861,1.71,Premium,E,SI1,59.1,58.0,7.76,7.8,4.6,14882
22291,0.31,Very Good,D,SI1,63.4,58.0,4.35,4.32,2.75,732
15176,1.14,Ideal,G,VS1,62.3,56.0,6.73,6.7,4.18,7948
5572,0.3,Ideal,E,VVS1,62.5,57.0,4.27,4.3,2.68,862
13960,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
23633,1.25,Premium,H,VS1,62.7,59.0,6.82,6.86,4.29,7328
5721,0.32,Premium,E,SI2,59.7,60.0,4.43,4.45,2.65,449
440,1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95,8722
6860,0.74,Very Good,E,SI2,61.0,57.0,5.83,5.88,3.57,2574
23138,0.31,Premium,E,VVS1,61.3,58.0,4.39,4.36,2.68,988
24840,0.34,Very Good,G,VVS2,62.3,59.0,4.45,4.48,2.78,740
10047,0.3,Very Good,D,VS2,62.0,62.0,4.24,4.27,2.64,663
4570,0.29,Very Good,D,VVS2,62.3,59.0,4.21,4.26,2.64,664
12684,0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,767
17662,0.3,Ideal,G,SI2,62.5,56.0,4.28,4.3,2.68,382
26652,0.56,Ideal,D,VS1,61.7,56.0,5.33,5.3,3.28,2026
7234,0.61,Ideal,H,VS2,62.0,53.0,5.47,5.49,3.4,1591
1953,1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15,4360
11882,0.52,Ideal,D,VS1,62.1,57.0,5.13,5.2,3.21,1914
1723,1.08,Very Good,H,VS2,62.2,57.0,6.5,6.55,4.06,5155
18827,1.52,Very Good,F,VS2,60.9,56.0,7.38,7.44,4.51,13215
9372,0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8,3662
15422,1.04,Ideal,G,VS2,61.8,56.0,6.5,6.47,4.01,6290
17426,2.2,Ideal,I,SI1,61.7,55.0,8.41,8.37,5.18,18059
10179,0.41,Very Good,D,SI1,63.4,56.0,4.76,4.73,3.01,907
16932,1.0,Good,F,VS2,64.4,56.0,6.23,6.28,4.03,5407
5870,0.7,Premium,D,SI1,61.4,59.0,5.67,5.64,3.47,2218
15162,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49,2316
21369,0.5,Ideal,E,VS1,62.2,54.0,5.1,5.13,3.18,1665
22484,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,6974
10933,1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21,11455
3052,0.36,Very Good,E,SI1,61.3,56.0,4.58,4.62,2.82,631
26449,1.7,Premium,E,SI1,62.3,57.0,7.68,7.6,4.76,15662
22754,0.34,Ideal,E,VVS1,61.9,56.0,4.47,4.51,2.78,1014
2369,0.5,Very Good,D,SI1,58.9,61.0,5.16,5.19,3.05,1436
3588,0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,593
10042,1.21,Ideal,G,VS1,62.5,57.0,6.77,6.7,4.21,6025
17852,1.52,Ideal,H,SI1,61.4,55.0,7.38,7.48,4.56,10239
8017,0.59,Ideal,E,VVS2,61.8,57.0,5.35,5.4,3.32,3026
10664,0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,436
6608,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
24861,1.31,Premium,D,VVS1,62.8,55.0,7.01,6.95,4.38,17496
20131,0.54,Ideal,D,VS1,62.1,57.0,5.19,5.22,3.23,2004
7448,1.24,Ideal,G,VS2,62.3,57.0,6.95,6.89,4.31,8799
26100,1.33,Premium,I,VS1,61.5,58.0,7.06,7.02,4.33,7090
17833,0.56,Very Good,E,VVS2,62.6,57.0,5.25,5.23,3.28,2100
1530,0.4,Very Good,E,VVS2,,60.0,4.8,4.84,2.88,1184
8409,0.26,Very Good,D,VVS2,62.4,54.0,4.08,4.13,2.56,554
9493,1.09,Ideal,J,VS2,62.0,54.0,6.64,6.61,4.11,4361
18947,0.34,Ideal,F,VVS1,61.4,55.0,4.53,4.56,2.79,906
1286,0.3,Ideal,F,IF,61.3,56.0,4.3,4.34,2.65,873
4225,0.75,Ideal,E,VS2,61.7,56.0,5.86,5.84,3.61,3150
22530,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,7553
18075,0.9,Good,H,VS1,64.0,59.0,6.05,6.01,3.86,3669
8372,0.5,Premium,E,VS2,61.1,61.0,5.13,5.11,3.13,1746
19228,0.52,Ideal,I,SI1,61.8,55.0,5.16,5.19,3.2,1074
20449,1.5,Ideal,F,SI1,62.0,60.0,7.32,7.29,4.53,12466
14119,1.13,Premium,I,SI1,62.8,57.0,6.68,6.64,4.18,4746
11873,0.4,Very Good,D,SI1,60.0,56.0,4.82,4.85,2.9,708
19693,0.34,Ideal,E,VS2,62.1,54.0,4.52,4.5,2.8,956
9048,0.37,Ideal,E,VS1,61.2,56.0,4.67,4.64,2.85,1124
15591,0.4,Very Good,F,VS2,63.6,56.0,4.66,4.68,2.97,867
1871,1.01,Good,E,VS2,63.4,60.0,6.31,6.37,4.02,6666
16634,2.01,Very Good,I,SI1,63.5,55.0,8.07,8.01,5.11,12271
16565,0.31,Premium,G,VS1,62.2,56.0,4.36,4.32,2.7,802
14764,0.72,Very Good,I,VS2,63.3,55.0,5.7,5.74,3.62,2337
11129,0.72,Very Good,F,SI2,63.1,58.0,5.69,5.63,3.57,2246
13286,2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,15707
7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
23793,0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,720
24589,1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842
16088,1.01,Premium,H,VS2,61.3,59.0,6.45,6.41,3.94,5260
3917,0.41,Premium,G,VS2,61.8,59.0,4.76,4.72,2.93,1061
4327,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,12707
9966,0.51,Ideal,E,SI1,62.9,57.0,5.1,5.09,3.2,1624
14631,0.72,Ideal,F,VS2,61.3,55.0,5.78,5.83,3.56,3495
11081,1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79,8690
8962,0.38,Ideal,H,VVS1,60.7,56.0,4.75,4.74,2.88,1069
23118,0.77,Very Good,G,VS1,62.3,58.0,5.82,5.86,3.64,3240
8219,0.8,Very Good,H,SI1,63.0,57.0,5.89,5.95,3.73,3005
19475,1.5,Good,H,VS2,63.9,60.0,7.17,7.22,4.6,10692
18892,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,558
8323,0.3,Very Good,F,SI1,60.3,61.0,4.31,4.34,2.61,471
22936,0.42,Premium,G,VS2,60.6,59.0,4.85,4.78,2.92,1087
11383,0.47,Premium,H,VS1,60.3,61.0,5.05,5.04,3.04,1244
18442,0.39,Ideal,E,VS2,60.9,55.0,4.73,4.76,2.89,839
17663,1.51,Ideal,I,VS2,,54.0,7.38,7.42,4.57,9891
4204,1.02,Very Good,D,VS2,59.8,61.0,6.54,6.61,3.93,6785
24905,0.24,Very Good,F,VVS1,58.7,59.0,4.04,4.1,2.39,552
13079,0.31,Premium,E,VVS1,61.8,59.0,4.31,4.33,2.67,789
4882,1.01,Very Good,D,VVS2,62.5,59.0,6.34,6.4,3.98,10453
22048,1.5,Very Good,D,SI1,,59.0,7.33,7.39,4.49,12179
19078,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,1821
18398,0.3,Very Good,D,VS2,62.9,56.0,4.24,4.28,2.68,710
17940,0.53,Ideal,F,VVS2,61.6,55.0,5.21,5.24,3.22,2131
22941,0.31,Premium,I,VVS2,61.7,58.0,4.4,4.38,2.71,698
953,0.51,Ideal,F,VVS2,62.2,56.0,5.08,5.12,3.17,2093
24378,0.7,Ideal,D,VS2,62.3,55.0,5.67,5.7,3.54,3092
3372,1.5,Ideal,F,VS2,61.9,56.4,7.31,7.33,4.53,15444
18069,2.05,Ideal,H,VS2,61.6,57.0,8.2,8.14,5.03,18659
18558,1.0,Very Good,G,SI1,63.3,60.0,6.33,6.24,3.98,4626
13977,0.4,Ideal,G,VS1,61.8,57.0,4.73,4.75,2.93,868
13003,0.51,Premium,F,SI2,62.3,62.0,5.09,5.02,3.15,956
7342,0.36,Ideal,G,IF,62.2,53.0,4.59,4.61,2.86,1029
16851,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,561
21844,1.18,Good,G,SI1,64.2,62.0,6.6,6.51,4.25,4678
7995,0.75,Premium,J,SI2,62.9,56.0,5.76,5.72,3.61,1588
22254,1.5,Premium,H,VS2,61.2,61.0,7.32,7.25,4.46,10478
19767,0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013
14772,0.45,Ideal,F,VVS1,61.8,55.0,4.92,4.95,3.05,1833
21807,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,395
12486,0.93,Ideal,F,SI2,61.9,57.0,6.21,6.25,3.86,3941
14449,1.67,Ideal,I,VS1,61.6,59.0,7.64,7.61,4.7,11975
19433,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998
15704,0.77,Premium,E,SI1,60.4,58.0,6.0,5.88,3.59,2975
14053,0.4,Very Good,E,SI2,63.1,57.0,4.72,4.7,2.97,798
12242,0.83,Premium,H,SI1,58.6,61.0,6.2,6.16,3.62,2613
22892,1.97,Premium,H,VS2,62.9,59.0,8.01,7.9,5.0,17535
14644,0.9,Very Good,E,SI1,63.2,58.0,6.12,6.1,3.86,4560
15799,0.9,Very Good,I,VS2,58.4,62.0,6.29,6.35,3.69,3334
10494,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,776
19195,0.71,Very Good,G,SI1,61.7,59.0,5.72,5.78,3.55,2448
10576,1.0,Premium,F,VS2,62.5,54.0,6.33,6.3,3.95,6154
21315,1.12,Very Good,G,VVS1,58.9,60.0,6.78,6.91,4.03,8072
26078,1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
5637,0.39,Very Good,F,SI1,61.3,62.0,4.68,4.71,2.88,670
23643,0.55,Ideal,F,VS2,61.3,54.0,5.27,5.33,3.25,1649
21055,0.5,Good,F,VS2,58.8,64.0,5.21,5.16,3.05,1433
4612,1.76,Ideal,I,VVS2,60.2,58.0,7.84,7.87,4.73,14065
26512,0.51,Premium,E,VS2,61.3,58.0,5.13,5.15,3.15,1656
16616,0.36,Ideal,E,VVS2,61.8,54.0,4.6,4.62,2.85,928
12190,1.51,Ideal,H,VS2,62.5,55.0,7.29,7.34,4.57,10763
2040,0.33,Premium,G,VS2,61.9,59.0,4.4,4.46,2.74,579
7017,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
719,0.73,Ideal,J,SI1,62.0,56.0,5.74,5.78,3.57,1902
3894,1.39,Very Good,I,I1,62.6,57.0,7.1,7.15,4.46,3914
16192,0.35,Very Good,I,VS2,62.6,54.0,4.5,4.53,2.82,527
13036,1.05,Ideal,D,SI1,62.8,57.0,6.46,6.48,4.06,5914
6682,0.41,Premium,G,VS1,61.9,60.0,4.7,4.76,2.93,899
7327,1.82,Premium,I,VS1,61.4,60.0,7.8,7.83,4.8,13813
26108,0.31,Ideal,H,VVS1,61.6,55.0,4.35,4.38,2.69,707
10568,0.33,Very Good,E,VVS2,60.1,63.0,4.45,4.5,2.69,981
9751,1.01,Premium,E,SI2,62.5,60.0,6.42,6.39,4.0,4434
10782,0.9,Very Good,D,VS2,60.9,62.0,6.11,6.18,3.74,4804
22093,0.7,Good,I,VS2,57.5,62.0,5.81,5.78,3.33,2268
24449,0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84,5411
10708,0.37,Premium,E,VVS2,59.6,60.0,4.75,4.68,2.81,971
9255,1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05,3611
24816,2.19,Good,I,SI2,63.7,57.0,8.23,8.19,5.23,11522
25841,0.33,Ideal,F,VVS1,61.8,53.0,4.48,4.51,2.78,880
6088,0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,3516
10900,0.74,Ideal,H,VS1,62.1,55.0,5.82,5.84,3.62,3254
17432,0.9,Good,G,VS1,63.6,58.0,6.09,6.12,3.88,4540
13612,0.78,Premium,F,SI2,62.8,56.0,5.9,5.86,3.69,2200
24472,0.51,Ideal,E,VS1,62.7,56.0,5.1,5.14,3.21,1636
18555,0.57,Very Good,F,VVS2,60.7,58.0,5.32,5.35,3.24,2351
19140,1.5,Fair,H,VS1,64.8,55.0,7.25,7.2,4.68,8044
21346,1.17,Premium,F,SI2,59.6,60.0,6.88,6.85,4.09,4324
16834,0.31,Premium,D,IF,60.2,59.0,4.42,4.39,2.65,1248
5309,1.03,Ideal,G,SI2,61.8,55.0,6.5,6.52,4.02,4873
2679,0.44,Very Good,G,VVS2,60.9,57.0,4.89,4.93,2.99,1081
14373,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,9979
12072,0.56,Ideal,E,SI1,60.9,56.0,5.32,5.35,3.25,1580
25301,0.51,Premium,F,VS1,60.0,58.0,5.21,5.19,3.12,1749
1857,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283
15641,1.22,Ideal,H,SI2,61.7,56.0,6.83,6.91,4.24,5703
20700,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12,4558
10209,2.32,Premium,J,VS2,62.4,57.0,8.48,8.4,5.27,17053
22703,0.7,Premium,E,SI1,60.0,59.0,5.79,5.75,3.46,2777
21938,0.34,Ideal,H,VVS2,61.7,55.0,4.48,4.5,2.77,667
21398,0.5,Ideal,D,VVS2,61.0,56.0,5.11,5.15,3.13,2272
21464,1.23,Very Good,H,VS1,61.3,53.0,6.93,6.98,4.26,7276
14295,0.4,Premium,H,VVS2,60.6,60.0,4.79,4.75,2.89,1125
58,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7086
18469,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,6612
891,0.41,Premium,G,SI1,61.4,60.0,4.75,4.82,2.94,719
9185,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1181
16254,0.71,Good,G,VS2,58.9,61.0,5.81,5.84,3.43,2649
19270,1.14,Premium,H,SI1,59.2,58.0,6.86,6.8,4.04,4980
19941,1.26,Good,G,SI1,63.2,61.0,6.81,6.87,4.32,6874
8462,1.01,Good,F,SI1,64.2,58.0,6.33,6.31,4.06,4276
2093,1.51,Good,E,I1,,59.0,7.56,7.51,4.33,5601
184,0.4,Good,H,VS2,63.1,62.0,4.75,4.66,2.97,717
11742,1.27,Very Good,F,SI2,61.0,61.0,6.95,7.01,4.26,5330
26256,1.01,Ideal,E,VVS1,61.8,54.0,6.43,6.49,3.99,10789
20565,0.33,Ideal,E,VS1,,57.0,4.45,4.38,2.77,1002
12349,0.33,Ideal,H,VVS1,61.5,55.0,4.44,4.47,2.74,730
11031,0.32,Ideal,G,IF,62.3,54.0,4.39,4.4,2.74,883
16010,0.33,Premium,I,VVS2,61.0,58.0,4.46,4.42,2.71,743
19367,1.21,Premium,E,SI1,63.0,57.0,6.75,6.7,4.24,6261
